strike,impliedVolatility,bid,ask,volume,log_moneyness,tau,type,_spot
747.0,0.10279217529296875,4.61,4.64,2671.0,0.0018222554863171012,0.013689253935660506,put,745.6400146484375
748.0,0.10309734802246093,5.07,5.23,3623.0,0.003160048327977059,0.013689253935660506,put,745.6400146484375
749.0,0.10181562255859375,5.56,5.8,677.0,0.004496053870719315,0.013689253935660506,put,745.6400146484375
750.0,0.09961837890625,6.14,6.38,1408.0,0.005830276883855982,0.013689253935660506,put,745.6400146484375
751.0,0.09760423889160157,6.77,7.01,109.0,0.0071627221176346215,0.013689253935660506,put,745.6400146484375
752.0,0.09736010070800781,7.36,7.74,28.0,0.008493394303339723,0.013689253935660506,put,745.6400146484375
753.0,0.09559009887695313,8.03,8.46,34.0,0.009822298153393496,0.013689253935660506,put,745.6400146484375
754.0,0.09296561340332031,8.88,9.2,41.0,0.011149438361455792,0.013689253935660506,put,745.6400146484375
755.0,0.09070733520507812,9.6,9.99,314.0,0.012474819602524443,0.013689253935660506,put,745.6400146484375
757.0,0.08912043701171876,11.26,11.73,17.0,0.015120323790948558,0.013689253935660506,put,745.6400146484375
758.0,0.08704526245117189,12.12,12.62,20.0,0.016440455995871458,0.013689253935660506,put,745.6400146484375
760.0,0.081063876953125,13.94,14.46,41.0,0.019075503633876605,0.013689253935660506,put,745.6400146484375
763.0,0.15827257751464846,15.84,18.34,1.0,0.02301510163795691,0.013689253935660506,put,745.6400146484375
765.0,0.17566742309570313,17.76,20.44,461.0,0.025632904180035564,0.013689253935660506,put,745.6400146484375
770.0,0.20533021240234373,22.63,25.43,,0.03214758520122936,0.013689253935660506,put,745.6400146484375
780.0,0.2616040637207031,32.63,35.42,,0.04505099003713724,0.013689253935660506,put,745.6400146484375
435.0,1.7451184619140623,309.85,312.66,3.0,-0.538896898557816,0.01642710472279261,call,745.6400146484375
450.0,1.6513689306640624,294.87,297.67,199.0,-0.5049953468821347,0.01642710472279261,call,745.6400146484375
460.0,1.5883809643554683,284.87,287.68,1.0,-0.4830164401633595,0.01642710472279261,call,745.6400146484375
480.0,1.4658229833984375,264.89,267.68,1.0,-0.4404568257445636,0.01642710472279261,call,745.6400146484375
485.0,1.4350614184570314,259.89,262.68,3.0,-0.430094038709017,0.01642710472279261,call,745.6400146484375
490.0,1.4091826416015625,254.9,257.7,1.0,-0.4198375385418279,0.01642710472279261,call,745.6400146484375
495.0,1.3759796826171873,249.9,252.68,1.0,-0.40968516707780994,0.01642710472279261,call,745.6400146484375
500.0,1.3515657421874998,244.9,247.72,1.0,-0.3996348312243085,0.01642710472279261,call,745.6400146484375
505.0,1.3291049169921871,239.96,242.71,1.0,-0.3896845003711403,0.01642710472279261,call,745.6400146484375
510.0,1.291019169921875,234.91,237.7,31.0,-0.37983220392812866,0.01642710472279261,call,745.6400146484375
515.0,1.2656286718749998,229.92,232.72,1.0,-0.370076028982764,0.01642710472279261,call,745.6400146484375
520.0,1.2353553857421873,224.92,227.71,2.0,-0.3604141180710271,0.01642710472279261,call,745.6400146484375
525.0,1.206546936035156,219.92,222.71,3.0,-0.3508446670548764,0.01642710472279261,call,745.6400146484375
530.0,1.1816447167968749,214.93,217.73,1.0,-0.34136592310033265,0.01642710472279261,call,745.6400146484375
535.0,1.1528362670898438,209.94,212.72,1.0,-0.3319761827504936,0.01642710472279261,call,745.6400146484375
540.0,1.1259809326171877,204.93,207.74,1.0,-0.3226737900881801,0.01642710472279261,call,745.6400146484375
545.0,1.0976607617187502,199.94,202.73,3.0,-0.3134571349832561,0.01642710472279261,call,745.6400146484375
550.0,1.0698288696289064,194.94,197.73,3.0,-0.3043246514199836,0.01642710472279261,call,745.6400146484375
555.0,1.045414929199219,189.95,192.75,1.0,-0.2952748159000657,0.01642710472279261,call,745.6400146484375
560.0,1.017583037109375,184.96,187.74,3.0,-0.2863061459173053,0.01642710472279261,call,745.6400146484375
565.0,0.991211025390625,179.95,182.76,1.0,-0.2774171985000593,0.01642710472279261,call,745.6400146484375
570.0,0.963867548828125,174.96,177.75,1.0,-0.2686065688179044,0.01642710472279261,call,745.6400146484375
575.0,0.9389654541015625,169.96,172.77,1.0,-0.2598728888491498,0.01642710472279261,call,745.6400146484375
580.0,0.9125985302734375,164.97,167.77,1.0,-0.25121482610603507,0.01642710472279261,call,745.6400146484375
585.0,0.88476677734375,159.97,162.76,2.0,-0.24263108241464362,0.01642710472279261,call,745.6400146484375
588.0,0.8696302099609375,156.97,159.77,4.0,-0.23751598174787325,0.01642710472279261,call,745.6400146484375
589.0,0.866212275390625,155.98,158.78,1.0,-0.23581674599491345,0.01642710472279261,call,745.6400146484375
590.0,0.8608412353515625,154.98,157.78,1.0,-0.234120392746735,0.01642710472279261,call,745.6400146484375
591.0,0.8554701953125,153.98,156.78,2.0,-0.23242691224040204,0.01642710472279261,call,745.6400146484375
592.0,0.8493667407226562,152.98,155.77,23.0,-0.23073629476249452,0.01642710472279261,call,745.6400146484375
595.0,0.8352067260742186,149.98,152.79,1.0,-0.22568152410087036,0.01642710472279261,call,745.6400146484375
596.0,0.8281267187499999,148.98,151.77,1.0,-0.22400226258115036,0.01642710472279261,call,745.6400146484375
598.0,0.8183611914062499,146.98,149.78,1.0,-0.22065217569586845,0.01642710472279261,call,745.6400146484375
600.0,0.8095722167968749,144.99,147.79,4.0,-0.21731327443035378,0.01642710472279261,call,745.6400146484375
601.0,0.8042011767578124,143.99,146.79,1.0,-0.21564799511129254,0.01642710472279261,call,745.6400146484375
602.0,0.79883013671875,142.99,145.79,1.0,-0.2139854843376792,0.01642710472279261,call,745.6400146484375
603.0,0.7927266821289063,141.99,144.78,2.0,-0.21232573291931475,0.01642710472279261,call,745.6400146484375
605.0,0.782228740234375,139.99,142.78,1.0,-0.2090144716156587,0.01642710472279261,call,745.6400146484375
606.0,0.7788108056640625,138.99,141.8,1.0,-0.20736294357718568,0.01642710472279261,call,745.6400146484375
607.0,0.7717307983398438,137.99,140.78,3.0,-0.20571413858700197,0.01642710472279261,call,745.6400146484375
608.0,0.7690452783203126,137.0,139.8,1.0,-0.2040680476803332,0.01642710472279261,call,745.6400146484375
610.0,0.7583031982421876,135.0,137.8,3.0,-0.20078397247914323,0.01642710472279261,call,745.6400146484375
613.0,0.7417018017578124,132.0,134.79,2.0,-0.19587799371028883,0.01642710472279261,call,745.6400146484375
615.0,0.7329128271484374,130.0,132.81,5.0,-0.1926206618399823,0.01642710472279261,call,745.6400146484375
616.0,0.7277859252929688,129.0,131.81,1.0,-0.19099596611298036,0.01642710472279261,call,745.6400146484375
618.0,0.7180203979492188,127.01,129.81,1.0,-0.18775447218880945,0.01642710472279261,call,745.6400146484375
619.0,0.7128934960937501,126.01,128.81,3.0,-0.1861376569619041,0.01642710472279261,call,745.6400146484375
620.0,0.7075224560546876,125.01,127.81,2.0,-0.18452345160736294,0.01642710472279261,call,745.6400146484375
622.0,0.6962920996093751,123.01,125.8,31.0,-0.18130283690732069,0.01642710472279261,call,745.6400146484375
624.0,0.6875031250000001,121.01,123.82,2.0,-0.17809256127707254,0.01642710472279261,call,745.6400146484375
625.0,0.6813996704101564,120.01,122.81,1.0,-0.1764912799100987,0.01642710472279261,call,745.6400146484375
626.0,0.6777375976562501,119.02,121.82,7.0,-0.17489255854640165,0.01642710472279261,call,745.6400146484375
627.0,0.6726106958007814,118.02,120.82,1.0,-0.17329638901357944,0.01642710472279261,call,745.6400146484375
628.0,0.6674837939453127,117.02,119.82,2.0,-0.17170276317830144,0.01642710472279261,call,745.6400146484375
629.0,0.6613803393554689,116.02,118.81,1.0,-0.1701116729460597,0.01642710472279261,call,745.6400146484375
630.0,0.6555210229492189,115.02,117.8,3.0,-0.16852311026092182,0.01642710472279261,call,745.6400146484375
632.0,0.6472203247070312,113.02,115.83,1.0,-0.1653535354996427,0.01642710472279261,call,745.6400146484375
633.0,0.6420934228515626,112.02,114.83,10.0,-0.16377250750232394,0.01642710472279261,call,745.6400146484375
634.0,0.637698935546875,111.03,113.83,125.0,-0.1621939752092743,0.01642710472279261,call,745.6400146484375
635.0,0.6323278955078125,110.03,112.83,2.0,-0.16061793075380856,0.01642710472279261,call,745.6400146484375
636.0,0.6264685791015626,109.03,111.82,3.0,-0.15904436630637803,0.01642710472279261,call,745.6400146484375
637.0,0.6213416772460938,108.03,110.82,2.0,-0.1574732740743368,0.01642710472279261,call,745.6400146484375
638.0,0.6154823608398439,107.03,109.81,1.0,-0.15590464630171025,0.01642710472279261,call,745.6400146484375
639.0,0.6123085644531252,106.03,108.84,1.0,-0.15433847526896544,0.01642710472279261,call,745.6400146484375
640.0,0.6071816625976563,105.04,107.83,18.0,-0.15277475329278267,0.01642710472279261,call,745.6400146484375
641.0,0.6025430371093752,104.04,106.84,1.0,-0.15121347272583016,0.01642710472279261,call,745.6400146484375
642.0,0.5974161352539062,103.04,105.84,1.0,-0.149654625956539,0.01642710472279261,call,745.6400146484375
643.0,0.5915568188476563,102.04,104.83,1.0,-0.14809820540888075,0.01642710472279261,call,745.6400146484375
644.0,0.5864299169921875,101.04,103.83,1.0,-0.1465442035421465,0.01642710472279261,call,745.6400146484375
645.0,0.5805706005859376,100.04,102.82,3.0,-0.14499261285072773,0.01642710472279261,call,745.6400146484375
646.0,0.5773968041992188,99.04,101.85,1.0,-0.14344342586389836,0.01642710472279261,call,745.6400146484375
647.0,0.5722699023437501,98.04,100.85,1.0,-0.1418966351455996,0.01642710472279261,call,745.6400146484375
648.0,0.5676312768554688,97.05,99.85,1.0,-0.14035223329422544,0.01642710472279261,call,745.6400146484375
649.0,0.5617719604492188,96.05,98.84,1.0,-0.13881021294241014,0.01642710472279261,call,745.6400146484375
650.0,0.56055126953125,95.5,97.45,37.0,-0.13727056675681742,0.01642710472279261,call,745.6400146484375
651.0,0.55273884765625,94.05,96.86,1.0,-0.13573328743793095,0.01642710472279261,call,745.6400146484375
652.0,0.5476119458007813,93.05,95.86,2.0,-0.13419836771984722,0.01642710472279261,call,745.6400146484375
653.0,0.5429733203125001,92.06,94.86,3.0,-0.1326658003700691,0.01642710472279261,call,745.6400146484375
654.0,0.5378464184570313,91.06,93.86,4.0,-0.13113557818930144,0.01642710472279261,call,745.6400146484375
655.0,0.5319871020507813,90.06,92.85,13.0,-0.1296076940112483,0.01642710472279261,call,745.6400146484375
656.0,0.5268602001953125,89.06,91.85,4.0,-0.12808214070241117,0.01642710472279261,call,745.6400146484375
657.0,0.5229539892578124,88.06,90.87,10.0,-0.12655891116188966,0.01642710472279261,call,745.6400146484375
658.0,0.516606396484375,87.06,89.85,4.0,-0.12503799832118295,0.01642710472279261,call,745.6400146484375
659.0,0.5131884619140624,86.07,88.87,2.0,-0.12351939514399292,0.01642710472279261,call,745.6400146484375
660.0,0.5073291455078125,85.07,87.86,14.0,-0.12200309462602889,0.01642710472279261,call,745.6400146484375
661.0,0.5033008654785156,84.07,86.88,1.0,-0.12048908979481393,0.01642710472279261,call,745.6400146484375
662.0,0.6157264990234376,83.07,85.86,1.0,-0.11897737370949199,0.01642710472279261,call,745.6400146484375
663.0,0.6110878735351564,82.08,84.88,1.0,-0.11746793946063766,0.01642710472279261,call,745.6400146484375
664.0,0.6043740734863283,81.08,83.87,3.0,-0.1159607801700663,0.01642710472279261,call,745.6400146484375
665.0,0.5983926879882813,80.08,82.87,11.0,-0.11445588899064599,0.01642710472279261,call,745.6400146484375
666.0,0.5937540625000001,79.08,81.89,6.0,-0.11295325910611109,0.01642710472279261,call,745.6400146484375
667.0,0.5863078479003907,78.08,80.87,3.0,-0.11145288373087649,0.01642710472279261,call,745.6400146484375
668.0,0.5809368078613282,77.09,79.88,1.0,-0.10995475610985446,0.01642710472279261,call,745.6400146484375
669.0,0.5749554223632812,76.09,78.88,1.0,-0.1084588695182717,0.01642710472279261,call,745.6400146484375
670.0,0.5701947277832031,75.09,77.9,1024.0,-0.10696521726148839,0.01642710472279261,call,745.6400146484375
671.0,0.5628705822753908,74.09,76.88,1.0,-0.10547379267481845,0.01642710472279261,call,745.6400146484375
672.0,0.5574995422363282,73.1,75.89,5.0,-0.10398458912335067,0.01642710472279261,call,745.6400146484375
673.0,0.55273884765625,72.1,74.91,33.0,-0.10249760000177238,0.01642710472279261,call,745.6400146484375
674.0,0.5466353930664063,71.1,73.91,3.0,-0.10101281873419313,0.01642710472279261,call,745.6400146484375
675.0,0.5393112475585939,70.1,72.89,21.0,-0.09953023877397033,0.01642710472279261,call,745.6400146484375
676.0,0.5339402075195312,69.11,71.9,2.0,-0.09804985360353603,0.01642710472279261,call,745.6400146484375
677.0,0.528447098388672,68.11,70.91,13.0,-0.09657165673422523,0.01642710472279261,call,745.6400146484375
678.0,0.5229539892578124,67.11,69.92,1.0,-0.09509564170610463,0.01642710472279261,call,745.6400146484375
679.0,0.5162401892089843,66.12,68.91,5.0,-0.09362180208780405,0.01642710472279261,call,745.6400146484375
680.0,0.5107470800781251,65.12,67.92,1552.0,-0.09215013147634776,0.01642710472279261,call,745.6400146484375
681.0,0.5029346582031251,64.12,66.89,1.0,-0.09068062349698776,0.01642710472279261,call,745.6400146484375
682.0,0.4985401708984375,63.13,65.92,5.0,-0.08921327180303813,0.01642710472279261,call,745.6400146484375
683.0,0.4936574072265626,62.13,64.94,12.0,-0.08774807007571014,0.01642710472279261,call,745.6400146484375
684.0,0.48694360717773444,61.13,63.93,4.0,-0.08628501202394973,0.01642710472279261,call,745.6400146484375
685.0,0.4819387744140625,60.14,62.95,20.0,-0.08482409138427487,0.01642710472279261,call,745.6400146484375
686.0,0.4758353198242187,59.14,61.95,72.0,-0.0833653019206149,0.01642710472279261,call,745.6400146484375
687.0,0.4691215197753906,58.15,60.94,14.0,-0.0819086374241509,0.01642710472279261,call,745.6400146484375
688.0,0.4630180651855469,57.15,59.94,5.0,-0.08045409171315655,0.01642710472279261,call,745.6400146484375
689.0,0.4578911633300782,56.16,58.96,9.0,-0.07900165863284161,0.01642710472279261,call,745.6400146484375
690.0,0.45227598510742195,55.17,57.97,839.0,-0.0775513320551951,0.01642710472279261,call,745.6400146484375
691.0,0.44556218505859374,54.17,56.96,57.0,-0.07610310587883025,0.01642710472279261,call,745.6400146484375
692.0,0.44043528320312497,53.17,55.98,14.0,-0.07465697402883055,0.01642710472279261,call,745.6400146484375
693.0,0.4337214831542969,52.18,54.97,5.0,-0.07321293045659699,0.01642710472279261,call,745.6400146484375
694.0,0.4279842358398438,51.18,53.98,3.0,-0.07177096913969569,0.01642710472279261,call,745.6400146484375
695.0,0.42127043579101564,50.19,52.97,22.0,-0.07033108408170805,0.01642710472279261,call,745.6400146484375
696.0,0.41602146484374997,49.2,51.99,9.0,-0.06889326931208051,0.01642710472279261,call,745.6400146484375
697.0,0.4102842175292969,48.2,51.0,13.0,-0.06745751888597624,0.01642710472279261,call,745.6400146484375
698.0,0.4050352465820312,47.21,50.02,9.0,-0.06602382688412775,0.01642710472279261,call,745.6400146484375
699.0,0.39826041198730466,46.22,49.01,262.0,-0.06459218741268995,0.01642710472279261,call,745.6400146484375
700.0,0.3814148773193359,45.23,47.8,164.0,-0.0631625946030955,0.01642710472279261,call,745.6400146484375
701.0,0.38660281372070304,44.24,47.03,9.0,-0.06173504261191007,0.01642710472279261,call,745.6400146484375
702.0,0.3807434973144531,43.67,46.04,39.0,-0.06030952562068902,0.01642710472279261,call,745.6400146484375
703.0,0.3748841809082031,42.26,45.05,31.0,-0.05888603783583533,0.01642710472279261,call,745.6400146484375
704.0,0.36902486450195315,41.27,44.06,43.0,-0.057464573488457814,0.01642710472279261,call,745.6400146484375
705.0,0.36304347900390627,40.28,43.07,53.0,-0.05604512683423154,0.01642710472279261,call,745.6400146484375
706.0,0.3580386462402344,39.29,42.1,17.0,-0.05462769215325809,0.01642710472279261,call,745.6400146484375
707.0,0.35108070800781244,38.3,41.09,15.0,-0.05321226374992739,0.01642710472279261,call,745.6400146484375
708.0,0.34552656433105466,37.32,40.11,10.0,-0.05179883595278036,0.01642710472279261,call,745.6400146484375
709.0,0.3394841442871094,36.33,39.12,247.0,-0.05038740311437272,0.01642710472279261,call,745.6400146484375
710.0,0.3347234497070312,35.35,38.16,305.0,-0.04897795961113909,0.01642710472279261,call,745.6400146484375
711.0,0.3294134442138671,34.37,37.19,164.0,-0.0475704998432593,0.01642710472279261,call,745.6400146484375
712.0,0.3223944714355468,33.39,36.18,156.0,-0.04616501823452439,0.01642710472279261,call,745.6400146484375
713.0,0.3165961895751953,32.41,35.2,65.0,-0.0447615092322042,0.01642710472279261,call,745.6400146484375
714.0,0.3107979077148437,31.43,34.22,32.0,-0.04335996730691584,0.01642710472279261,call,745.6400146484375
715.0,0.30487755676269535,30.46,33.24,54.0,-0.04196038695249255,0.01642710472279261,call,745.6400146484375
716.0,0.2993844476318359,29.48,32.27,15.0,-0.04056276268585457,0.01642710472279261,call,745.6400146484375
717.0,0.2937692694091796,28.5,31.3,69.0,-0.0391670890468798,0.01642710472279261,call,745.6400146484375
718.0,0.2880930566406249,27.53,30.33,33.0,-0.037773360598275955,0.01642710472279261,call,745.6400146484375
719.0,0.28278305114746094,26.57,29.37,17.0,-0.03638157192545343,0.01642710472279261,call,745.6400146484375
720.0,0.27698476928710936,25.6,28.4,752.0,-0.03499171763639922,0.01642710472279261,call,745.6400146484375
721.0,0.23841093627929685,24.64,26.59,18.0,-0.033603792361551116,0.01642710472279261,call,745.6400146484375
722.0,0.26587648193359376,23.69,26.48,49.0,-0.03221779075367394,0.01642710472279261,call,745.6400146484375
723.0,0.26050544189453123,22.73,25.53,24.0,-0.03083370748773546,0.01642710472279261,call,745.6400146484375
724.0,0.23389437988281248,21.79,23.99,103.0,-0.02945153726078376,0.01642710472279261,call,745.6400146484375
725.0,0.22431195617675775,21.89,22.92,425.0,-0.028071274791825442,0.01642710472279261,call,745.6400146484375
726.0,0.20618469604492184,20.97,21.62,113.0,-0.02669291482170411,0.01642710472279261,call,745.6400146484375
727.0,0.20197331237792968,20.04,20.69,154.0,-0.025316452112980812,0.01642710472279261,call,745.6400146484375
728.0,0.19544261596679688,19.13,19.7,328.0,-0.023941881449814184,0.01642710472279261,call,745.6400146484375
729.0,0.1909260595703125,18.23,18.77,360.0,-0.022569197637841987,0.01642710472279261,call,745.6400146484375
730.0,0.19062088684082032,16.96,17.97,592.0,-0.021198395504063414,0.01642710472279261,call,745.6400146484375
731.0,0.1829915686035156,16.45,16.96,102.0,-0.019829469896721703,0.01642710472279261,call,745.6400146484375
732.0,0.18042811767578126,15.58,16.11,767.0,-0.018462415685188624,0.01642710472279261,call,745.6400146484375
733.0,0.17664397583007813,14.71,15.23,1225.0,-0.01709722775984867,0.01642710472279261,call,745.6400146484375
734.0,0.17072362487792972,13.86,14.29,1024.0,-0.01573390103198456,0.01642710472279261,call,745.6400146484375
735.0,0.16584086120605473,13.02,13.39,1550.0,-0.014372430433663444,0.01642710472279261,call,745.6400146484375
736.0,0.16211775390625,12.18,12.54,277.0,-0.013012810917623975,0.01642710472279261,call,745.6400146484375
737.0,0.161141201171875,11.36,11.8,286.0,-0.011655037457163587,0.01642710472279261,call,745.6400146484375
738.0,0.1568687829589844,10.57,10.96,437.0,-0.010299105046027674,0.01642710472279261,call,745.6400146484375
739.0,0.150948432006836,9.79,10.07,342.0,-0.008945008698298375,0.01642710472279261,call,745.6400146484375
740.0,0.14887325744628904,9.14,9.34,2544.0,-0.0075927434482846905,0.01642710472279261,call,745.6400146484375
741.0,0.14624877197265623,8.31,8.61,381.0,-0.006242304350413332,0.01642710472279261,call,745.6400146484375
742.0,0.14362428649902342,7.6,7.9,634.0,-0.0048936864791197495,0.01642710472279261,call,745.6400146484375
743.0,0.14136600830078128,6.92,7.23,732.0,-0.003546884928741012,0.01642710472279261,call,745.6400146484375
744.0,0.13758186645507814,6.27,6.52,1185.0,-0.0022018948134082906,0.01642710472279261,call,745.6400146484375
745.0,0.13413341461181644,5.73,5.85,5681.0,-0.00085871126694062,0.01642710472279261,call,745.6400146484375
746.0,0.13123427368164062,5.19,5.23,10080.0,0.00048267055726062495,0.01642710472279261,call,745.6400146484375
747.0,0.12906754730224607,4.64,4.67,18789.0,0.0018222554863171012,0.01642710472279261,call,745.6400146484375
748.0,0.1271449591064453,4.12,4.15,22159.0,0.003160048327977059,0.01642710472279261,call,745.6400146484375
749.0,0.12513081909179688,3.63,3.66,3364.0,0.004496053870719315,0.01642710472279261,call,745.6400146484375
750.0,0.12333029998779299,3.18,3.21,15784.0,0.005830276883855982,0.01642710472279261,call,745.6400146484375
751.0,0.12171288452148438,2.77,2.8,2585.0,0.0071627221176346215,0.01642710472279261,call,745.6400146484375
752.0,0.1203090899658203,2.4,2.43,1784.0,0.008493394303339723,0.01642710472279261,call,745.6400146484375
753.0,0.11878322631835936,2.06,2.09,1980.0,0.009822298153393496,0.01642710472279261,call,745.6400146484375
754.0,0.11725736267089844,1.76,1.78,2189.0,0.011149438361455792,0.01642710472279261,call,745.6400146484375
755.0,0.11597563720703125,1.49,1.51,7299.0,0.012474819602524443,0.01642710472279261,call,745.6400146484375
756.0,0.1147549462890625,1.25,1.27,2956.0,0.01379844653303276,0.01642710472279261,call,745.6400146484375
757.0,0.11359528991699218,1.04,1.06,4860.0,0.015120323790948558,0.01642710472279261,call,745.6400146484375
758.0,0.11261873718261718,0.86,0.88,1623.0,0.016440455995871458,0.01642710472279261,call,745.6400146484375
759.0,0.11145908081054687,0.71,0.72,2691.0,0.01775884774912975,0.01642710472279261,call,745.6400146484375
760.0,0.11060459716796875,0.57,0.59,10008.0,0.019075503633876605,0.01642710472279261,call,745.6400146484375
761.0,0.1098721826171875,0.46,0.48,1400.0,0.020390428215185698,0.01642710472279261,call,745.6400146484375
762.0,0.10938390625,0.37,0.39,2598.0,0.021703626040146157,0.01642710472279261,call,745.6400146484375
763.0,0.10865149169921876,0.3,0.31,1537.0,0.02301510163795691,0.01642710472279261,call,745.6400146484375
764.0,0.10828528442382812,0.24,0.25,929.0,0.024324859520020416,0.01642710472279261,call,745.6400146484375
765.0,0.10913976806640624,0.2,0.21,2703.0,0.025632904180035564,0.01642710472279261,call,745.6400146484375
766.0,0.10913976806640624,0.16,0.17,1290.0,0.026939240094091047,0.01642710472279261,call,745.6400146484375
767.0,0.10962804443359375,0.13,0.14,1025.0,0.028243871720755955,0.01642710472279261,call,745.6400146484375
768.0,0.10913976806640624,0.1,0.11,1116.0,0.029546803501171955,0.01642710472279261,call,745.6400146484375
769.0,0.11158114990234375,0.09,0.1,966.0,0.03084803985914378,0.01642710472279261,call,745.6400146484375
770.0,0.11158114990234375,0.07,0.08,2764.0,0.03214758520122936,0.01642710472279261,call,745.6400146484375
771.0,0.1132901171875,0.06,0.07,261.0,0.03344544391682934,0.01642710472279261,call,745.6400146484375
772.0,0.1167080517578125,0.06,0.07,192.0,0.034741620378276036,0.01642710472279261,call,745.6400146484375
773.0,0.118172880859375,0.05,0.06,264.0,0.03603611894092185,0.01642710472279261,call,745.6400146484375
774.0,0.1186611572265625,0.04,0.05,313.0,0.03732894394322702,0.01642710472279261,call,745.6400146484375
775.0,0.12207909179687501,0.04,0.05,2705.0,0.038620099706846926,0.01642710472279261,call,745.6400146484375
780.0,0.131844619140625,0.02,0.03,1618.0,0.04505099003713724,0.01642710472279261,call,745.6400146484375
785.0,0.147469462890625,0.02,0.03,437.0,0.05144078813590835,0.01642710472279261,call,745.6400146484375
790.0,0.1562584375,0.01,0.02,3455.0,0.057790015814566977,0.01642710472279261,call,745.6400146484375
795.0,0.17188328125000002,0.01,0.02,54.0,0.0640991850078318,0.01642710472279261,call,745.6400146484375
800.0,0.187508125,0.01,0.02,501.0,0.07036879802142708,0.01642710472279261,call,745.6400146484375
805.0,0.20117986328124998,0.01,0.02,287.0,0.07659934777206326,0.01642710472279261,call,745.6400146484375
810.0,0.20313296874999998,0.0,0.01,504.0,0.08279131801998423,0.01642710472279261,call,745.6400146484375
815.0,0.2148516015625,0.0,0.01,139.0,0.08894518359436258,0.01642710472279261,call,745.6400146484375
820.0,0.24414818359375,0.01,0.02,2.0,0.09506141061179856,0.01642710472279261,call,745.6400146484375
825.0,0.242195078125,0.0,0.01,1.0,0.10114045668818084,0.01642710472279261,call,745.6400146484375
830.0,0.257819921875,0.0,0.01,1823.0,0.10718277114414336,0.01642710472279261,call,745.6400146484375
835.0,0.2695385546875,0.0,0.01,1.0,0.11318879520435532,0.01642710472279261,call,745.6400146484375
840.0,0.28125718749999995,0.0,0.01,26.0,0.11915896219085904,0.01642710472279261,call,745.6400146484375
845.0,0.29688203124999996,0.0,0.01,725.0,0.1250936977106737,0.01642710472279261,call,745.6400146484375
850.0,0.3086006640625,0.0,0.01,7362.0,0.13099341983786186,0.01642710472279261,call,745.6400146484375
855.0,0.32031929687499994,0.0,0.01,1.0,0.13685853929026004,0.01642710472279261,call,745.6400146484375
860.0,0.3320379296875,0.0,0.01,14.0,0.14268945960105334,0.01642710472279261,call,745.6400146484375
865.0,0.3437565625,0.0,0.01,1.0,0.14848657728537912,0.01642710472279261,call,745.6400146484375
870.0,0.35938140625,0.0,0.01,116.0,0.15425028200212929,0.01642710472279261,call,745.6400146484375
875.0,0.367193828125,0.0,0.01,701.0,0.15998095671111423,0.01642710472279261,call,745.6400146484375
880.0,0.38281867187499996,0.0,0.01,38.0,0.16567897782575203,0.01642710472279261,call,745.6400146484375
885.0,0.39063109375,0.0,0.01,1.0,0.1713447153614293,0.01642710472279261,call,745.6400146484375
890.0,0.4062559375,0.0,0.01,1301.0,0.1769785330796854,0.01642710472279261,call,745.6400146484375
895.0,0.414068359375,0.0,0.01,7.0,0.18258078862835514,0.01642710472279261,call,745.6400146484375
900.0,0.42969320312500003,0.0,0.01,10.0,0.1881518336778106,0.01642710472279261,call,745.6400146484375
435.0,1.109379453125,0.0,0.01,121.0,-0.538896898557816,0.01642710472279261,put,745.6400146484375
440.0,1.09375453125,0.0,0.01,1.0,-0.5274682027341933,0.01642710472279261,put,745.6400146484375
445.0,1.0625046875000002,0.0,0.01,120.0,-0.5161686474802599,0.01642710472279261,put,745.6400146484375
450.0,1.0312548437500002,0.0,0.01,1.0,-0.5049953468821347,0.01642710472279261,put,745.6400146484375
455.0,1.0312548437500002,0.0,0.01,120.0,-0.49394551069554976,0.01642710472279261,put,745.6400146484375
460.0,1.000005,0.0,0.01,30.0,-0.4830164401633595,0.01642710472279261,put,745.6400146484375
465.0,0.9687503125,0.0,0.01,120.0,-0.47220552405914384,0.01642710472279261,put,745.6400146484375
470.0,0.9687503125,0.0,0.01,240.0,-0.4615102349423959,0.01642710472279261,put,745.6400146484375
475.0,0.937500625,0.0,0.01,120.0,-0.45092812561185897,0.01642710472279261,put,745.6400146484375
480.0,0.9062509375,0.0,0.01,120.0,-0.4404568257445636,0.01642710472279261,put,745.6400146484375
485.0,0.9062509375,0.0,0.01,75.0,-0.430094038709017,0.01642710472279261,put,745.6400146484375
490.0,0.87500125,0.0,0.01,22.0,-0.4198375385418279,0.01642710472279261,put,745.6400146484375
495.0,0.8437515624999999,0.0,0.01,5.0,-0.40968516707780994,0.01642710472279261,put,745.6400146484375
500.0,0.8437515624999999,0.0,0.01,20.0,-0.3996348312243085,0.01642710472279261,put,745.6400146484375
505.0,0.8125018749999999,0.0,0.01,6.0,-0.3896845003711403,0.01642710472279261,put,745.6400146484375
510.0,0.79687703125,0.0,0.01,10.0,-0.37983220392812866,0.01642710472279261,put,745.6400146484375
515.0,0.7812521875,0.0,0.01,300.0,-0.370076028982764,0.01642710472279261,put,745.6400146484375
520.0,0.7500025,0.0,0.01,1.0,-0.3604141180710271,0.01642710472279261,put,745.6400146484375
525.0,0.73437765625,0.0,0.01,2.0,-0.3508446670548764,0.01642710472279261,put,745.6400146484375
